owner_id,asset_count,my_accepted_collection_name,suggested_collection_name,website,email
76004.41,116,Knole,,http://www.nationaltrust.org.uk/knole,knole@nationaltrust.org.uk
918989.8,114,Madresfield Estate,,http://https://www.madresfieldestate.co.uk,office@madresfieldestate.co.uk
66340.83,113,,GILLESPIE MACANDREW,http://www.doorsopendays.org.uk,robert.scott-dempster@gillespiemacandrew.co.uk
47875.01,110,,,,
249597.3,105,,,,alan.sturrock@dwf.law
99453.22,100,Fitzwilliam Museum,,http://www.fitzmuseum.cam.ac.uk,
61886.8,97,Knole,,,
114994.5,95,Arniston House,,http://www.arniston-house.co.uk,info@arniston-house.co.uk
59530.24,95,Birmingham Museums,,,helen.oliver@birminghammuseums.org.uk
18504.74,93,,BRODIES,,e mailbox@brodies.co.uk
8466.38,90,Wombourne Wodehouse,,,
67042.88,89,Weston Hall,,http://www.heritageopendays.org.uk,george@endven.com
48740.72,89,,,http://www.henry-moore.org,douglas.smith@footanstey.com
56997.66,89,,,http://www.heritageopendays.org.uk,
55789.06,87,,GODFREY-PAYTON,,
41538.68,87,,WILLIAM WITHERS & CO,,
22084.04,85,,FLETE ESTATE,http://www.heritageopendays.org.uk,
24816.94,82,,,,
18114.56,75,,MANNOOCH & PARTNERS,,
10637.58,74,,,,
44166.92,73,,SPECIAL COLLECTION DIVISION,,speccoll@st-andrews.ac.uk
63065.59,72,,ESTATE,http://www.doorsopendays.org.uk,southesk@aol.com
175029.2,70,Bowood House,,http://www.bowood-house.co.uk,houseandgardens@bowood.org
228167.1,68,,PARHAM PARK,http://www.parhaminsussex.co.uk,
253443.1,67,,ESTATE,http://www.scawbyhall.com,info@scawbyhall.com
63914.47,67,Belvoir Castle,,http://www.belvoircastle.com,
96887.74,67,Fitzwilliam Museum,,http://www.fitzmuseum.cam.ac.uk,
63161.45,66,Chatsworth,,http://www.chatsworth.org,ciara.gllagher@chatsworth.org
125352.4,66,,,,barry.glazier@LA-law.com
87332.2,66,,,http://www.heritageopendays.org.uk,
28625.58,66,,,http://www.heritageopendays.org.uk,
102514.2,65,Wilton House,,http://www.wiltonhouse.com,
7727.82,64,,VIRGINIA GRANT,http://www.kingstonbagpuizehouse.com,virginiagrant@btinternet.com
6342.02,64,,,http://www.dorneycourt.co.uk,
13881.62,63,,WILLIAM CALLANDER,http://www.doorsopendays.org.uk,
15907.86,62,,ABBOTSFORD,http://www.scottsabbotsford.com,kirsty@scottsabbotsford
6676.78,62,,RATHBONES,http://www.sezincote.com,linda.cousins@rathbones.com
32886.56,62,,VELAE WASBROUGH VIZARD,,
74842.74,60,,R S DAVEY,,
24315.26,60,,,,
36747.08,59,,LAMBE CORNER,http://www.nationaltrust.org.uk/croft-castle/opening-times/,
323456.7,59,,ROBERT SPENCER BERNARD,http://www.netherwinchendonhouse.com,
23238.04,58,,VIRGINIA LASCELLES,,
20231,57,,,,
21337.04,55,,HILTON FARM,,
16747.58,55,,JPM ASSET MANAGEMENT,,
88078,55,,,,
19856.06,54,,DAVID HILL F.C.A.,http://www.nationaltrust.org.uk,hayexeter@btconnect.com
33535.3,54,,DR CHARLOTTE HAY,,
9938.26,54,,GUARDS MUSEUM,,guardsmuseum@aol.com
243987.7,54,,MR I MAITLAND,,
16389.58,53,,,,
22547.04,52,,BRIAN HAUGHTON GALLERY,,p.crane@haughton.com
126916.3,51,,C/O CARTER JONES,http://www.heritageopendays.org.uk,
52485.13,51,,FOWLER FORTESCUE,http://www.heritageopendays.org.uk,bjj@fowlerfortescue.co.uk
89022.5,50,,HENMANS,,iain.davis@henmansfreeth.co.uk
26132.58,49,Brogyntyn & Glyn Estates,,,
22375.04,49,,CURATOR OF APPLIED ART,,
345387.4,49,,LORD LUCAS,http://www.heritageopendays.org.uk,
263202.3,49,,MICHELMORE HUGHES,,
86877.03,49,,,http://www.heritageopendays.org.uk,
15040.98,47,,DIXON WILSON,http://www.heritageopendays.org.uk,
237747.5,46,,WASSAND HALL,http://www.wassand.co.uk,reorussell@lineone.net
5517.46,46,,,,
50928.74,45,,,,
305436.5,44,,,,
17471.78,44,,,http://https://www.nationaltrust.org.uk/petworth-house-and-park,secretary@leconfield.net
36019.84,43,,TURCAN CONNELL WS,http://www.doorsopendays.org.uk,simon.mackintosh@turcanconnell.com
23514.4,43,,,,
14611.7,43,,,,
20467.3,42,,Not Applicable,http://www.stmichaelsmount.co.uk,
48351.13,41,,GUY MORRISON,http://www.heritageopendays.org.uk,guy@guymorrison
149427.4,41,,PAYNE HICKS BEACH,,rbrodrick@phb.co.uk
97410.57,40,,Not Applicable,,
207348.5,40,,SMITHS GORE,,
15291.44,39,Gainsborough House,,http://www.gainsborough.org,mail@gainsborough.org
13561.1,38,,MAPLES & SON,http://www.heritageopendays.org.uk,
1379106,38,,RESIDENT AGENT,http://www.wiltonhouse.co.uk/,cr@wiltonhouse.com
25529.28,38,,,http://www.heritageopendays.org.uk,mike.chantler@farrer.co.uk
215145,37,,CADHAY HOUSE,,
79136.92,37,,MR W BENNETT,,wbennett@somerset.gov.uk
14545.48,36,,DIXON WILSON,http://www.heritageopendays.org.uk,
12107.7,36,,MARTIN AND COMPANY,,stuartmariner@btinternet.com
44815.46,36,,PAYNE HICKS BEACH,,rbrodrick@phb.co.uk
82011.24,36,,WESTON PARK,,
43154.88,36,,,http://www.heritageopendays.org.uk,
86572.33,35,,BARING TRUST CO LTD,http://www.heritageopendays.org.uk,
25248.34,34,,DICKINSON DEES,,
8754.76,33,,BELCHAMP HALL,,
81515.17,33,,RT HON VISCOUNT CHILSTON,,alastair@littlescreen.com
92590.95,33,,,,
107708.6,33,,,http://https://www.english-heritage.org.uk/visit/places/audley-end-house-and-,Peter.Moore@english-heritage.org.uk
38639.7,33,,,,
68044.34,33,,,http://www.syonpark.co.uk,mail@mmandm.co.uk
204229.6,32,,BPOS LTD,,jerry.barnes@bpos.uk.com
53536.69,32,,DAVID MORRIS,,
19550.26,32,,P C GODSAL,http://www.opendoorsdays.org.uk/,philip.godsal@carterjonas.co.uk
6867.1,32,,,http://www.nationaltrust.org.uk/main/w-chirkcastle,
115386.3,32,,,http://www.arnistonhouse.com,
21079.56,31,,DIXON WILSON,,sonyarees@dixonwilson.co.uk
13315.5,31,,LOCKO PARK,,office@lockopark.co.uk
33813.98,31,,MRS R MULJI,http://www.heritageopendays.org.uk,remulji@gmail.com
16635.46,30,,ANDERSON STRATHERN,,john.hendry@andersonstrathern.co.uk
18292.52,30,,BLAKE MORGAN,http://www.heritageopendays.org.uk,info@bllaw.co.uk
21297.48,30,,DIXON WILSON,,
3258.08,30,,GRAYS,,
18805.14,30,,MR H M HENDERSON,,harry@woodhay.com
39899.18,30,,,,
6822.28,29,,JULIET WOODS,,
9747.28,29,,LADY MARY CURZON,,
19723.84,29,,ROOPER & WHATELY,http://www.heritageopendays.org.uk,
22458.94,29,,,,
11457.38,28,,BIRKETTS,http://www.heritageopendays.org.uk,
604990.1,28,Bathurst Estate,,http://www.bathurstestate.co.uk/visit-the-mansion,hannah.wrigley@bathurstestate.co.uk
63053.86,28,Harewood House,,,hannah.o@harewood.org
14039.94,27,,DIXON WILSON,,
69399.48,27,,EDWARDS & KEEPING,http://www.edwardsandkeeping.co.uk,
14905.16,27,,,,jatwell@trowers.com
86674.76,27,,,,
49449.26,27,,,http://www.heritageopendays.org.uk,
336688.2,26,,MONTEVIOT HOUSE,http://www.monteviot.com,
36249.22,26,,ROYAL BANK OF SCOTLAND,,
10707.88,26,,,,
7735.12,25,,OMNIA ART LTD,,
38184.64,25,,,,
74865.1,25,,,,
13497.82,24,,DESIGN & ARTISTS COPYRIGHT SOCIETY,,jeremy.stein@dacs.org.uk
15361.6,24,,,,enquires@gregglatchams.com
27083.78,24,,,,catherine.mcaleavey@farrer.co.uk
54379.75,24,,,http://www.heritageopendays.org.uk,
58211.28,23,,SUSAN WILTSHIRE,,
23925.74,23,,WILLIAM WITHERS & CO,,
19622.4,23,,,,philip.godsal@carterjonas.co.uk
26159.62,23,,,,
86504.92,22,,ADRIAN MORROW,,adrian@glenarmcastle.com
143908.9,22,,INNES JOHNSTON & CO,,
11793.72,22,,T C BLACKWELL,,langhamhal@aol.com
181993.4,22,,,,
29007.29,22,,,http://www.nationaltrust.org.uk,
59098.05,22,,,,
93327.03,21,,GODWINS,,alan.cowgill@godwins-law.co.uk
18140.22,21,,HERSCHEL HOUSE TRUST,,
81258.33,21,,JONATHON H W HAMILTON,,joffham@btconnect.com
63365.6,21,,SIMON DRING FRICS,,simon.dring@badmintonestate.com
48643.7,21,,The Estate Office,,
16827.32,21,,VEALE WASBROUGH VIZARDS,,cgreen@vwv.co.uk
95454.41,21,,WEDLAKE BELL,,
79001.05,21,,,,
18146.1,21,,,,
19731.62,21,,,,
14279.36,21,,,,ford579@hotmail.com
48770.1,20,,COURTAULD INSTITUTE OF ART,,
43587.04,20,,GODWINS,,
49497.02,20,,NICHOLAS LAWSON,,nicholaslawson2002@yahoo.co.uk
21363.2,20,,OMNIA ART LTD,,
22479.78,20,,,,suzannebowman@meadowsryan.com
90877.57,19,,ESTATE,http://www.doorsopendays.org.uk,southesk@aol.com
31083.8,19,,GRIMSTHORPE,,
18261.4,19,,J MAITLAND,,jmaitland@btinternet.com
260574.2,19,,LADY DILLON,,jane@studiodillon.com
197018.8,19,,VENAGLASS LTD,,
38587.13,19,,,,sophie.endersby@wilmots.co.uk
17681.7,18,,CARTER JONAS,,richard.morris@carterjonas.co.uk
100098.2,18,,CHRIS GRAVETT,http://woburnabbey.co.uk,admissions@woburnabbey.co.uk
66040.66,18,,LADY DILLON,,jane@studiodillon.com
19520.86,18,,NEW QUADRANT PARTNERS LTD,,louise.stoten@nqpllp.com
18503.1,18,,PAYNE HICKS BEACH,,
12434.52,18,,,,
38430.94,17,,BARN,,philip@wynnbp.com
87670.18,17,,ESTATE,http://www.heritageopendays.org.uk,office@aske.co.uk
12274.62,17,,G G WINN-DARLEY,,
17715.04,17,,RICHARD J PELLY,,richardpelly@outlook.com
24262.66,17,,THOMSON SNELL & PASSMORE,,
285670.3,17,,,,henrycecil@bdb-law.co.uk
30486.34,17,,,,
36627.22,17,,,,
46744.52,16,,DALY HOGGETT & CO,,d.bartlett@dalyhoggett.co.uk
52187.41,16,,ESTATE,,
218647.2,16,,LOANS REGISTRAR,,claire.whitbread@birminghammuseums.org.uk
52021.22,16,,MEL GOODING,,
65374.13,16,,P J LANGRIDGE,http://www.heritageopendays.org.uk,
348355.7,16,,THOMAS BRUDENELL,,t.brudenell@qeb.co.uk
28016.42,16,,,,
32311.75,16,,,,erland.flett@raeburns.co.uk
70599.55,15,,ANDREW COLVIN,,
24568.8,15,,Col. JEREMY DAVID SMITH-BINGHAM,,mail@stbrannocks.com
26894.46,15,,COMPTON ESTATES,,
11492.46,15,,EASTNOR CASTLE,http://www.eastnorcastle.com,enquiries@eastnorcastle.com
19647.72,15,Levens Hall,,http://www.levenshall.co.uk,richard@levenshall.co.uk
137780.2,15,,NORFOLK RECORD,,norfrec@norfolk.gov.uk
87909.99,15,,SUSAN FOSTER,,
45066.44,15,,,,ajp@hunters-solicitors.co.uk
93055.07,15,,,http://hellensmanor.com,
39446.56,15,,,,edward.bromet@wrigleys.co.uk
9905.56,14,,BRABNERS CHAFFE STREET,,
64687.88,14,,ESTATE,,mail@fonthill.co.uk
45064.8,14,,ESTATE,,
18698.4,14,,PAUL HUTCHINSON,,
199215.9,14,,R H & R W CLUTTON,,
9654.9,14,,SUSAN H WOOD,,anthonycjwood43@gmail.com
43256.29,14,,WOMBLE BOND DICKINSON,,
181984.5,14,,,,
21224.94,14,,,,
20242.18,14,,,,bax@ml6bax.com
16296.94,13,,COURTAULD GALLERY,,ernst.vegelin@courtauld.ac.uk
36574.32,13,,MEABY & CO,,ejbrown@meaby.co.uk
56064.6,13,,,,enquiries@moss-sol.co.uk
29542.4,13,,,,
11102.84,12,,COZENS-HARDY & JEWSON,,macollins@cozens-hardy.com
52144.65,12,,HOLKHAM HALL,http://holkham.co.uk,archives@holkham.co.uk
16107.22,12,,TIMOTHY SAMMONS LTD,,t.sammons@timothy-sammons.com
16601.58,12,,WEDLAKE BELL,,
634205.5,12,Fitzwilliam Museum,,,
32985.02,12,,,,
88269.59,12,,,,
52292.93,12,,,,catherine.mcaleavey@farrer.co.uk
34671.42,12,,,,
24704.02,12,,,,catherine.mcaleavey@farrer.co.uk
43066.46,11,,HOLME PIERREPONT HALL,http://www.holmepierreponthall.com,
313702.4,11,,LOANS REGISTRAR,,claire.whitbread@birminghammuseums.org.uk
31864.54,11,,SOPHIA STUTTER,,sophia.stutter@btinternet.com
32819.22,11,,STEPHEN LAWRENCE,,stephen.lawrence@chawton.net
13507.9,11,,,,
59550.52,11,,,,
22615.3,11,,,,
23172.46,11,,,,
47294.83,11,,,,
637366.3,11,,,,
51312.32,11,,,,james.carleton@farrer.co.uk
272804.9,10,,ESTATE,http://www.heritageopendays.org.uk,mirandawatson@mac.com
40770.23,10,Allendale Estates,,http://www.allendale-estates.co.uk,lindablair@allendale-estates.co.uk
62488.06,10,,LORD REDESDALE,,
5796.68,10,,PATRICK BATY,,patrickbaty56@gmail.com
9110.3,10,,PENNINGTONS,,
501707.2,10,,,,
9855.04,10,,,http://www.doorsopendays.org.uk,
21023.92,10,,,,.
9994.12,9,,BUCHANAN & LLEWELLYN,,
45637.96,9,,C/O H M WILLIAMS,,
16720.98,9,,Dr Caterina Badan,,
18856.96,9,,FRANCIS CLARK CHARTERED ACCOUNTANTS,,nhwg@francisclarke.co.uk
89449.37,9,,LEE BOLTON MONIER-WILLIAMS,,
518677.5,9,Allendale Estates,,http://www.allendale-estates.co.uk,lindablair@allendale-estates.co.uk
24787.94,9,,PARKER BULLEN,,
16461.94,9,,Rathbone Trust Legal Services Ltd,,matthew.wakefield@rathbones.com
16302.1,9,,Rathbone Trust Legal Services Ltd,,matthew.wakefield@rathbones.com
20121.18,9,,,,
35922.1,9,,,,
364755.8,9,,,http://www.nationaltrust.org.uk/plasnewydd,
64009.1,9,,,,lordpetre@ingatestonehall.co.uk
30396.08,8,,ALISTAIR BACON,,abacon@amblaw.co.uk
229521.8,8,,BRYAN MACDONALD,,bryan@norfolkestate.co.uk
5427.48,8,,CHARLES RUSSELL,,
20546.6,8,,EMMA DUNSBIER,,
78011.77,8,,ESTATE,,Lucinda@swintonestate.com
71034.52,8,,JACKSON-STOPS & STAFF,,robert@robertenslow.com
93492.08,8,,LORD DOURO'S SECRETARY,,
18142.44,8,,MR NORMAN P CAMERON,,
13812.38,8,,N THIMBLEBY,,kthimbleby.wolfeton@gmail.com
9792.72,8,,NEW QUADRANT PARTNERS LTD,,
13238.16,8,,SMITH & WILLIAMSON,,
27977.42,8,,SPRINGWATER LTD,,
36051.86,8,,WARTSKI,,geoffrey@wartski.com
78895.82,8,,WIGGIN OSBORNE FULLERLOVE,,
14114.56,8,,,,
75555.91,8,,,,jhm@hunters-solicitors.co.uk
18123.46,8,,,http://www.roxburghe.net,
56984.64,8,,,http://www.heritageopendays.org.uk,
42127.54,8,,,,catherine.mcaleavey@farrer.co.uk
31924.1,8,,,,
59268.07,8,,,,
82448.97,8,,,,jr@hunters-solicitors.co.uk
12499.98,7,Inveraray Castle,ARGYLL,,secretary@inveraray-castle.com
4979.6,7,,BELL,,
15217.42,7,,CELIA FRANCES DYER,,georgina222@uwclub.net
16641.02,7,,CHARLES HOUSE,,
80846.45,7,,FISHER GERMAN,http://www.fishergerman.co.uk,chris.henretty@fishergerman.co.uk
427593.6,7,,HARCUS SINCLAIR,,mail@harcus-sinclair.co.uk
6412.42,7,,HEAD OF COLLECTIONS,,
24715.52,7,,KMG INDEPENDENT LTD,,
16123.46,7,,MR R G B ALLEN,,
322336.9,7,,OLIVER MAKOWER,,
31552.16,7,,OMNIA ART LTD,,
12215.92,7,,P D NORMAN,,
21444.1,7,,PETER MCKAY,,
45421.56,7,,RAWLISON BUTLER,,
21353.7,7,,SHINGLETON FARM,,
19000.94,7,,SIMON S HARCOURT,,
204880,7,,SMITHS GORE,,
223095.9,7,,,,hood.emmae@gmail.com
15116.36,7,,,,belinda.watson@wilsonslaw.com
102314.5,7,,,http://www.heritageopendays.org.uk,dg@gibsons-law.com
196769.3,7,,,http://hellensmanor.com,
13530.12,7,,,,hood.emmae@gmail.com
29313.66,7,,,,
21160.32,7,,,,
24372.8,7,,,,
13597.4,7,,,,
20414.76,6,,ARDVERIKIE,,ardverikie@ardverikie.com
14863.3,6,Blair Castle,ATHOLL ESTATES,,office@blair-castle.co.uk
32899.86,6,,BODLEIAN LIBRARY,,judy@william-golding.co.uk
33548.02,6,,CANON S S HUXLEY,,
76103.96,6,,CORNWALL COUNTY ARCHIVIST,,
131244.2,6,,CULZEAN CASTLE,,
4618.58,6,,EXECUTIVE DIRECTOR,,
29349.92,6,,HOLMAN FENWICK & WILLAN,http://www.heritageopendays.org.uk,robin.byron@hfw.com
16394.38,6,Allendale Estates,,,lindablair@allendale-estates.co.uk
524803.6,6,Allendale Estates,,http://www.allendale-estates.co.uk,lindablair@allendale-estates.co.uk
29200.36,6,,MR R G B ALLEN,,
32010.1,6,National Maritime Museum,,,jenny.gaschke@bristol.gov.uk
93919.8,6,,NATIONAL TRUST,,james.rothwell@nationaltrust.org.uk
45838.56,6,,NINIAN MACGREGOR,,
39612.5,6,,OLIVER MAKOWER,,
52377.34,6,,S M CLEAVER,,info@houghtonhall.com
19381,6,,SHEILA COOPER,,
18420,6,,SIMON COURTAULD,,
52834.13,6,,STEPHEN SOMERVILLE,,stephen@stephensomerville.co.uk
100170.2,6,Fitzwilliam Museum,,http://www.fitzmuseum.cam.ac.uk,
215771.3,6,,,,belinda.watson@wilsonsllp.com
35399.32,6,,,,
23128.5,6,,,http://www.boconnoc.com,
55222.76,6,,,,
7749.82,6,,,,
16259.24,6,,,,
24750.8,6,,,,
566758.1,6,,,http://www.holburne.org,
26860.52,6,,,,jmathieson@fladgate.com
25346.26,5,Inveraray Castle,ARGYLL,,
16685.96,5,,CHARLES RUSSELL,,
18147.98,5,,DAVID S JENKINS,,david.jenkins44@btopenworld.com
14626.88,5,,DUNCAN GROUT,,
30337.54,5,,ELIZABETH MCKAY,,
16347.64,5,,Estate Office,http://https://www.broadlandsestates.co.uk/,richardjordan-baker@broadlandsestates.co.uk
37980.14,5,,FYVIE ESTATE MANAGEMENT CO LTD,,
11130.68,5,,HENRY LLOYD-BAKER,,hlloyb@gmail.com
18000.32,5,,HOWKINS & HARRISON,,
15265.44,5,,JACKSON & GRIMES,,
6567.74,5,,JULIA PROCOPE,,
40512.78,5,Knole,,http://www.nationaltrust.org.uk/knole,
453815.7,5,Allendale Estates,,http://www.allendale-estates.co.uk,lindablair@allendale-estates.co.uk
599950,5,Allendale Estates,,http://www.allendale-estates.co.uk,lindablair@allendale-estates.co.uk
20141.66,5,,MARY HAWTHORNE,,
21045.54,5,,MR HUGH DAVIES,,
17535.4,5,,MR J JAGGARD,,
22998.76,5,,MR S J GLUCKSTEIN,,
22355.02,5,,PARFITT CRESSWELL,,francis.ritchie@parfittcresswell.com
287385,5,,PENNINGTONS,,
12222.64,5,,RICHARDSON JONES CHARTERED ACC,,
331883.2,5,,ROYAL MUSEUMS GREENWICH,,skavanagh@rmg.co.uk
80296.59,5,,SMITHS GORE,,simon.derby@smithsgore.co.uk
175934.8,5,,VICTORIA & ALBERT MUSEUM,,
26705.42,5,,,,
40318.18,5,,,,
22932.32,5,,,,
30851.62,5,,,,
6440.52,5,,,http://www.firleplace.com,
7810.4,5,,,,
52144.77,5,,,,
31535.52,5,,,,
21668.98,5,,,,
22306,5,,,,mail@mmandm.co.uk
52633.96,5,,,,
85640.7,5,,,,
35677.36,5,,,,
123671.1,4,,AVIVA INVESTORS,,
29976.26,4,,BARINGTONS ACCOUNTANTS,,agw@barraccount.co.uk
17026.2,4,,BRODIES,,e mailbox@brodies.co.uk
21574.46,4,,CONSTANCE KAINE,,c.kaine@blueyonder.co.uk
79595.5,4,,DR CHARLOTTE HAY,,
53122.64,4,,ESTATE,,mail@fonthill.co.uk
15796.56,4,,FINE ARTS ADMINISTRATOR,,paula.bailey@grosvenor.com
9579.94,4,,GLASGOW ART CLUB,,secretary@glasgowartclub.co.uk
122996.3,4,,Historic Royal Palaces,http://www.hrp.org.uk/kensington-palace/#gs.RxSjGuE,
22058.3,4,,LADY CAMILLA CAZALET,,camillacazalet@hotmail.com
9275.66,4,,LORD ANTRIM,,
29011.78,4,,M MAKOWER & CO LTD,,
97819.23,4,,M.E ZUKERMAN INVESTMENT LTD.,,
15967.92,4,Gainsborough House,,http://www.gainsborough.org,mail@gainsborough.org
14814.54,4,,MRS A C KADEL,,
225251.6,4,,MRS E S CUNLIFFE-LISTER,,
19737,4,,MRS J DUNSBIER,,
190862.5,4,,Not Applicable,http://www.firle.com,
306084.4,4,,OVERTOWN HOUSE,http://www.burderopestate.com,
432835.2,4,,RABY CASTLE,,julie.biddlecombe-brown@raby.co.uk
26639.94,4,,RATHBONES,,linda.cousins@rathbones.com
17917.42,4,,RAY GASSON & ASSOCIATES,,
6622.66,4,,SAVILLS,,
18329.06,4,,SMITH & WILLIAMSON,,
245574.6,4,,,,
418262.3,4,,,,
108124.7,4,,,,
514689.7,4,,,,
26568.54,4,,,,
25181.98,4,,,,
7321.18,4,,,,arainford@trowers.com
14539.96,4,,,,
7755.52,4,,,,
220451.8,4,,,,belinda.watson@wilsonsllp.com
32603.12,4,,,,
64459.07,4,,,,
38450.64,4,,,,
56504.84,4,,,,pallerston@nationalgalleries.org
7833.92,4,,,,
84568.15,4,,,,
30081.44,4,,,,
12634.98,4,,,,
20969.12,4,,,,
81303.96,4,,,,
38539.66,3,,ANDREW HODDER,,
25298.28,3,,BERKELEY LAW,,
22636.76,3,,BERKELEY LAW,,
52873.36,3,,Berners-Allsopp Estate Office,,
4983.12,3,,BILL MASON,,bill@wtmason.com
8781.32,3,,BRODIES,,
32371.92,3,,CHARLES RUSSELL,,
13860.48,3,,COURTAULD INSTITUTE OF ART,,
21486.46,3,,DAPHNE ARCHARD,,
13730,3,,EDWARDS & KEEPING,,
24919.9,3,,ESTATE,,
182417.5,3,,FINE ARTS ADMINISTRATOR,,lisa.edwards@grosvenor.com
13329.46,3,,FLAT 3,,
6503.2,3,,FLAVIA ORMOND,,flavia@flaviaormond.com
7145.22,3,,FRY ART GALLERY,http://www.fryartgallery.org,info@fryartgallery.org
14844.92,3,,GEORGE COURTAULD,,
36200.76,3,,GILLESPIE GIFFORD & BROWN,,mail@ggblaw.co.uk
13584.24,3,,GODWINS,,alan.cowgill@godwins-law.co.uk
22822.96,3,,GURR JOHNS LTD,,
12143.5,3,,HASTINGS & CO.,,
117857.4,3,,J ROTHSCHILD SERVICES LIMITED,http://www.waddesdon.org.uk,A.Austen@jrsl.co.uk
23010.14,3,,JAMES STEEL,,
3847.44,3,,JANE GOUGH,,
10249.32,3,,JOHNSON & GAUNT,,shorton@johnsongaunt.co.uk
37974.94,3,,MAPPERTON HOUSE,,
42597.68,3,,MARCH & EDWARDS,,
8917.46,3,,MARTIN BEISLY FINE ART LTD,http://www.martinbeislyfineart.com,
14808.96,3,,MCCLOY LEGAL,,law@mccloylegal.com
19831.46,3,,MCW MILLIAGAN FRICS,,
141554.4,3,,MOSTYN ESTATE LTD,,
18151.62,3,,MR S J GLUCKSTEIN,,
18130.52,3,,Not Applicable,,
13494.18,3,,PETER MAITLAND,,maitland21@talk21.com
221258.1,3,,RADCLIFFES LE BRASSEUR,,victoria.fairley@rlb-law.com
9660.68,3,,RADCLIFFES LE BRASSEUR,,
20397.88,3,,Rosemary Simson,,
1042998,3,,SENIOR REGISTRAR,,MRollo@iwm.org.uk
21071.46,3,,SIR SIMON HORNBY,,
42173.49,3,,SMITH & WILLIAMSON,,
28839.52,3,,STANTON RALPH & CO,,
14130.96,3,,TIMOTHY ADES,,
14955.24,3,,TRETHOWANS,,
25755.24,3,,WEST AISH,,john@elmley.org.uk
9468.02,3,,WILLIAM STURGES & CO,,
